mu,omega,alpha1,beta1,shape,tick,ar1,ar2,ma1,ma2,alpha2,gamma1,gamma2,beta2,ma3,eta11,eta21,skew,ar3,ar4,ar5,ma4,label
0.00144396935246992,7.83509398418479e-06,0.118414505319415,0.873285701037801,4.75341042403449,ARE,,,,,,,,,,,,,,,,,2010
0.000678216160922732,3.06294047990539e-06,0.153125389775445,0.829869357730065,6.8109349542217,ATO,,,,,,,,,,,,,,,,,2010
0.000445634193691579,2.98541546059932e-08,1.47436530547236e-08,0.998999945606267,5.72322794941828,ATVI,,,,,,,,,,,,,,,,,2010
0.00181310021064697,1.24970211447477e-05,0.0961918733109012,0.872974371330098,12.9986947998942,AVB,,,,,,,,,,,,,,,,,2010
0.00233959236537651,1.17568817666291e-05,0.0440153964366681,0.940904666566097,4.38596777157413,AVGO,,,,,,,,,,,,,,,,,2010
0.00133730118871086,2.68130056569698e-07,0.0131476336951656,0.985852357276518,2.99497747316867,AVY,,,,,,,,,,,,,,,,,2010
0.000876532409324092,2.76033878739149e-06,0.0246892254691528,0.957316495328866,4.74126714411746,AWK,,,,,,,,,,,,,,,,,2010
-0.00129282801189804,2.31715905934123e-16,0.00307101719212807,0.994976868995567,3.66914783153493,AXON,0.28129259357403,,-0.37318385601622,-0.0299308825307207,,,,,,,,,,,,,2010
0.00131955492141407,2.24717650562036e-05,0.082056577607219,0.871517101127417,5.58671897619735,AXP,,,,,,,,,,,,,,,,,2010
0.00225444622422418,6.53422346367025e-06,0.0601361693508331,0.872775113593428,6.24716723882563,AZO,0.700807991092483,-0.0168535942020381,-0.852144907609831,,,,,,,,,,,,,,2010
0.000824061947585984,1.81100319259402e-05,5.28146890722937e-07,0.876475809145227,6.21615522997977,BA,0.933938746296934,,-0.866311703639242,-0.0812414787194241,0.0698748983201703,,,,,,,,,,,,2010
0.000429010571751337,5.60526663218017e-05,0.0659818417846242,0.82878739180122,7.28117380721109,BAC,,,,,,,,,,,,,,,,,2010
0.000900466941355223,1.7933633418046e-05,0.165986713567567,0.72670267497658,12.1171263046719,BALL,,,,,,,,,,,,,,,,,2010
0.000533069314644425,2.00590194167297e-06,0.0287137135459477,0.956393948284085,4.07251231624206,BAX,,,0.11699795235788,,,,,,,,,,,,,,2010
0.0033177786896424,1.13113167300825e-05,0.0592073241306647,0.913304884361795,13.6542355703557,BBWI,,,,,,,,,,,,,,,,,2010
8.18778538883448e-05,2.13139461864794e-08,2.09312117541386e-09,0.998999967783381,4.51749743843394,BBY,,,,,,,,,,,,,,,,,2010
0.000397264721035543,3.01245567857408e-06,0.0453194702240692,0.92714196507761,6.56742797568659,BDX,,,-0.0919197407066088,-0.0483579055228801,,,,,,,,,,,,,2010
0.000782575064261563,3.06361096860535e-05,3.08602521708207e-10,0.831009143568788,26.1444509261091,BEN,-0.0994204106522893,,,,,0.155482744536444,,,,,,,,,,,2010
0.000789725577913434,1.19293158648924e-05,0.0379107332106258,0.929310216219247,4.60372545729234,BG,,,,,,,,,,,,,,,,,2010
0.000643448565020647,1.14733592645052e-05,0.0628162136797083,0.894966092256766,5.02383944884226,BIIB,,,-0.124101486928446,,,,,,,,,0.9736638812455,,,,,2010
0.00125187671378547,1.4832998695598e-05,4.64190728265042e-11,0.880127044191701,4.07345608498699,BIO,,,,,0.0506792238964989,,,,,,,,,,,,2010
-8.68910769560637e-05,6.0638066537628e-08,2.41792194065825e-09,0.998999985793769,5.92364336826448,BK,,,,,,,,,,,,,,,,,2010
0.00148354340894912,7.55830941488678e-05,0.0814270480062654,0.827284996475103,3.58720862676565,BKNG,,,,,,,,,,,,,,,,,2010
-0.000120329587240134,7.33050152812201e-05,0.0992164509668101,0.716054871697057,6.50313563849757,BLK,,,,,,,,,,,,,,,,,2010
0.000133720286125934,1.07469544238872e-12,0.0293303454673222,0.966646322483807,9.53070526442716,BMY,,,,,,,,,,,,,,,,,2010
0.000114766746666009,0.000133323498719081,0.195010084785992,0.124330955720761,6.19703989895826,BR,,,,,,,,,,,,,,,,,2010
-0.000145200313167849,1.27064446487638e-05,0.224537297768456,0.77446255265138,3.40885971033545,BRK.B,,,,,,,,,,,,,,,,,2010
0.00118924373706527,7.01580487089101e-06,0.0144777490220633,0.984522249563586,2.28001134595123,BRO,,,,,,,,,,,,,,,,,2010
-0.00135451758862894,1.26229246758629e-05,1.4709752172272e-09,0.986332191388627,2.74752056265407,BSX,0.911041223908951,,-0.922012423195292,,,,,,,,,,,,,,2010
0.00371052390011315,8.4103737481016e-06,0.0776624616087496,0.904063380081724,11.4277842368211,BWA,-0.183738254790671,0.578763966909675,0.204283359505814,-0.724714014627399,,,,,,,,1.11645034156565,-0.0558303515440432,,,,2010
0.00156883231467417,7.51109987080479e-05,0.145260040594605,0.717260222675495,45.8385505828629,BX,,,,,,,,,,,,,,,,,2010
0.00175986219491027,5.89561695977405e-06,0.0810363767453588,0.90565397002354,6.12259554933905,BXP,,,,,,,,,,,,,,,,,2010
0.00155437189196882,4.32504005356969e-06,0.0426391024793551,0.947538306620081,12.5081742718376,C,,,,,,,,,,,,,,,,,2010
0.000682625949255193,1.48126220367715e-07,0.0304402040344652,0.968039334644955,4.59010888984696,CAG,,,,,,,,,,,,,,,,,2010
0.000683924313075391,1.04326423913328e-07,4.73368841729493e-09,0.99899995464141,6.89075811158372,CAH,,,,,,,,,,,,,,,,,2010
0.00291410770813665,9.30151411463737e-06,0.115444798389938,0.867265348022988,5.26236441640985,CAT,,,,,,,,,,,,,,,,,2010
0.001007039684802,6.96942368323566e-06,1.12669185235704e-06,0.911479370886734,5.38192112146046,CB,1.19306001855236,-0.539963317953055,-1.32510202372287,0.656599195409263,,0.0935444934431674,,,,,,0.834744200557713,0.0450461628679699,-0.14702857216588,-0.00873850704361934,,2010
0.00207808752536081,2.13367022635059e-06,0.0615324966391824,0.93395491325883,15.1969359806534,CBRE,,,,,,,,,,,,,,,,,2010
0.000465818743524307,3.02825648477168e-06,0.048798724511305,0.936288178874755,19.3075800723072,CCI,,,,,,,,,,,,,,,,,2010
0.00204531799876532,1.34867345402681e-05,0.0880117642123207,0.888035316663914,5.02189406059045,CCL,,,,,,,,,,,,,,,,,2010
0.00137305928728042,1.06934252516185e-06,0.0539865311652441,0.942053943994682,12.1320567051042,CDNS,,,,,,,,,,,,,,,,,2010
0.00208270813127589,1.04252536906335e-05,0.0929810188500324,0.890019629379464,13.5225586620594,CE,,,,,,,,,,,,,,,,,2010
0.00160727445601359,3.19926462380747e-05,0.0398754000591504,0.909052775852719,12.9239427149804,CF,,,,,,,,,,,,,,,,,2010
0.000757681254327653,6.70275743587052e-06,0.0746720689794711,0.889804946795306,3.27501709022896,CHD,-0.0477862564742384,,,,,,,,,,,,,,,,2010
0.00145457338769517,1.34640089325272e-05,0.118743019960498,0.809811988523751,4.54605172723878,CHRW,,,,,,,,,,,,,,,,,2010
0.000376002488481582,2.35364064246488e-05,0.0549005681550845,0.871917686910237,12.8077118809302,CI,,,,,,,,,,,,,,,,,2010
0.00157541880767508,3.03552273459315e-06,2.42197239089346e-07,0.921513902295804,5.74159617051859,CINF,,,-0.138563880396868,,,0.113516307926119,,,,,,,,,,,2010
3.70309377735625e-05,4.86766976123116e-08,2.65946659467377e-09,0.998999957974467,4.30555177414836,CL,,,,,,,,,,,,,,,,,2010
0.000557373400894759,6.73203425341152e-06,0.0788307259136069,0.801081685311276,5.79154044275107,CLX,,,,,,,,,,,,,,,,,2010
0.00181360383396287,1.81352768665222e-05,0.0456407860491762,0.910684068163879,10.5425481771504,CMA,0.834094406491978,,-0.874805760585906,,,,,,,,,,,,,,2010
0.00174878081352687,5.76418009035069e-06,0.0598402744812752,0.920141539138873,7.89595574602252,CMCSA,,,,,,,,,,,,,,,,,2010
-0.000739080233498217,2.29296555786991e-05,5.17623162882074e-11,0.836831297195639,4.98126396386937,CME,,,,,2.75209585695798e-08,0.500915289147376,-0.227070450871031,,,,,,,,,,2010
0.00231511752235347,5.96999839376836e-06,0.0348512915257609,0.954885219914231,3.62875964217165,CMG,,,,,,,,,,,,,,,,,2010
0.00368087893069947,1.29872925666629e-05,0.104152875445517,0.876100476705126,7.1716793044954,CMI,,,,,,,,,,,,,,,,,2010
0.000881094179574048,3.13923007653787e-06,0.0708033401874354,0.906839773743094,12.3632979284401,CMS,,,,,,,,,,,,,,,,,2010
0.000653261547587168,4.88982182258314e-07,0.166423456114521,0.535559303015257,6.37355708104504,CNC,,,,,,,,0.0127073115857856,,0.998995176172413,0.00248212721271934,,,,,,2010
0.000816844684956293,9.27626959499771e-13,0.0463851856721498,0.952075476795954,6.07507608118151,CNP,,,,,,,,,,,,,,,,,2010
0.000658720009567337,1.33431506816369e-13,7.39986494841009e-05,0.99886073889311,7.15384758110103,COF,,,,,,,,,,,,,,,,,2010
0.00147339103437733,8.71226787476375e-09,5.19567660509432e-11,0.998999986382467,5.90007268802233,COO,,,,,,,,,,,,1.22653946500299,,,,,2010
0.00154789909160203,9.57662817893783e-06,5.4788634002213e-10,0.873413975418454,17.6448212188212,COP,0.0469524028816298,,,,,0.175147802085279,,,,,,,,,,,2010
0.00141291699884533,1.83192909720569e-05,0.0299045367342824,0.874152883967357,6.56151301070385,COR,-0.733791429646678,,0.685063762493507,-0.148274499087484,,,,,,,,,,,,,2010
0.000674040876429335,2.09265597848626e-06,0.032967980755658,0.950822377639139,5.50584503961294,COST,,,,,,,,,,,,,,,,,2010
0.000269773164045199,1.65592158438491e-08,1.77534205096234e-08,0.998999956009235,7.31838297140283,CPB,,,,,,,,,,,,0.906396822640815,,,,,2010
0.000400041375806043,1.9055243977454e-06,4.50209880442726e-07,0.999999831485758,3.158711559965,CPRT,,,,,3.28258606237955e-07,0.446867620110723,-0.463231524924606,,,,,,,,,,2010
0.00159303664655336,9.79394533388592e-06,0.0953419393012972,0.878082875817253,8.82965968392512,CPT,,,,,,0.00669784015022992,,,,,,,,,,,2010
0.000961877775201272,9.8808975821175e-12,0.0228665427036904,0.971169563997273,3.73968559437853,CRL,,,,,,,,,,,,,,,,,2010
0.000738537901047658,3.01508105756817e-05,7.84592788183959e-11,0.979685620477239,2.46568388369055,CRM,,,,,,,,,,,,,,,,,2010
0.000905398692953155,8.15059379103765e-06,1.9073776267456e-09,0.982315215311019,2.64520275222824,CSCO,,,,,,,,,,,,,,,,,2010
0.001107803182839,7.90423777925105e-06,0.0324184723172177,0.935130176445693,8.39107589553493,CSGP,,,,,,,,,,,,,,,,,2010
0.00216942100146892,8.74782105907731e-06,0.1125881549359,0.866320329426766,5.99405053072182,CSX,,,,,,,,,,,,,,,,,2010
0.000800246103545178,8.42970409608145e-06,0.0516710673658286,0.906927159601315,8.16022198707003,CTAS,,,,,,,,,,,,,,,,,2010
-0.000207841732239174,2.49817152482552e-05,0.0576047025133706,0.899891028140585,15.6255866673147,CTRA,0.0626290519157689,,,,,,,,,,,,,,,,2010
0.00173836294023202,1.41690566531481e-05,5.70518560873498e-07,0.906732326742291,5.88999102438397,CTSH,0.90751282011461,,-0.982927928080518,-0.0489069284898498,0.0435039170778868,,,9.00807779211302e-05,,,,,,,,,2010
0.000429705722415994,9.18956603900409e-05,1.96119218168433e-14,0.309643780021005,28.5315638470435,CVS,,,,,,0.687657107453167,,,,,,,,,,,2010
0.00161573135821323,6.37490638252033e-06,0.0834569200943632,0.878459689211212,11.4898712749027,CVX,0.0416396335644054,,,,,,,,,,,,,,,,2010
0.000171252341077882,1.73935123002381e-06,3.07067037301519e-09,0.910089014684792,5.94474240569715,D,,,,,2.13556622098047e-08,0.0423883216383712,0.120608510542709,,,,,0.942628005746352,,,,,2010
0.000159255899644663,7.50349026976743e-12,0.0163225838580375,0.981129844443672,8.41606665350237,DAL,-0.0923924867471668,0.0158966171387028,,,,,,,,,,,,,,,2010
0.00232170497874493,4.94682021384991e-06,0.120947885885846,0.861958704819346,18.7233768257579,DD,,,,,,,,,,,,,,,,,2010
0.00210019594553686,8.10478197528961e-06,0.0798872386842853,0.896436592483294,10.0024855484733,DE,0.00104196712961983,,,,,,,,,,,,,,,,2010
0.00181083314156438,1.80096115534935e-05,0.0693274944879747,0.897510912861128,5.67360010053497,DFS,,,-0.19596220003996,,,,,,,,,,,,,,2010
0.000802517547478043,1.95278893415192e-06,0.366401366007665,2.39948349483813e-06,5.90339293373001,DG,0.33947231128567,,-0.49368486520896,,,,,1.0911099939924e-06,,0.9944624541394,1.11352542738475e-07,,,,,,2010
7.60153995178574e-05,5.08353681788296e-06,0.0606356656806119,0.91152496213946,4.80040620941545,DGX,,,,,,,,,,,,,,,,,2010
5.29244960067737e-05,3.51642960063629e-05,0.078792260914014,0.865235180689943,9.54444592469637,DHI,,,,,,,,,,,,,,,,,2010
0.000998951473177694,2.23780533802341e-06,0.0458311627115219,0.945049071126833,5.16960117626604,DHR,,,,,,,,,,,,,,,,,2010
0.00134755552935802,1.14882588740881e-05,0.118170759104696,0.833391972139522,6.56794635875739,DIS,,,,,,,,,,,,,,,,,2010
0.00069737166875713,2.77651060405489e-05,2.07551248547209e-08,5.76753855413398e-08,5.92351640920699,DLR,,,,,0.0772663983949672,,,0.839213672270282,,,,,,,,,2010
0.00173991530995737,1.25436383934789e-07,6.02025031225414e-09,0.998999805327816,4.44681839037642,DLTR,,,-0.0949870009742195,-0.139960497183249,,,,,,,,,,,,,2010
0.00159012714566943,5.20503910644121e-06,0.0618473549914086,0.924519251481862,4.8030216077724,DOV,,,,,,,,,,,,,,,,,2010
0.00236449631420522,8.53532253600533e-13,0.0386904297873343,0.958809850419048,4.34340865445436,DPZ,0.870802405735023,,-0.891649433312978,,,,,,,,,,,,,,2010
0.00140292560264296,8.33607883744188e-06,0.0209218977913976,0.952350854179881,4.59972228144005,DRI,,,,,,,,,,,,,,,,,2010
0.00026896427846754,2.030238185505e-12,0.000683159428688683,0.999825097237732,11.6865373644371,DTE,,,,,0.0328688307162733,0.166861330110985,-0.235702981441667,,,,,,,,,,2010
0.00020593056861672,7.01995327838352e-07,0.054760645885779,0.933410751908944,7.62543708493909,DUK,-0.133217396146985,-0.099596657332721,,,,,,,,,,,,,,,2010
0.000116393062100488,1.20207647531472e-05,1.51100354576699e-10,0.875973971113423,6.09884936670768,DVA,,,,,,0.1232965957372,,,,,,,,,,,2010
0.00109045814937947,5.84538516776812e-06,0.0726376787854238,0.903983332554862,20.2174172250953,DVN,0.0558144799707126,,,,,,,,,,,,,,,,2010
0.00236650665224055,1.38996028438742e-12,1.29709240615678e-05,0.997744228643502,5.90747090081201,DXCM,0.650241644913358,,-0.721263300570432,-0.0832383218514142,,,,,,,,,,,,,2010
0.00179864338734425,1.5055387369688e-05,0.163181434454064,0.823906763217144,3.98343296082557,EA,0.243100862433154,-0.931735734050105,-0.299453126360802,0.954994150382268,,,,,,,,,,,,,2010
0.000630281656526812,2.05689404131303e-05,9.39062186033786e-13,0.913848168199829,8.70299338952094,EBAY,,,,,,0.0552424122454175,,,,,,,,,,,2010
0.00107068963923581,3.33528496928001e-09,2.12943150563082e-09,0.998999997766918,4.82400771349862,ECL,,,,,,,,,,,,,,,,,2010
0.000719727666939779,1.83778172545369e-06,0.0670682882562808,0.906859742255386,7.29743052237404,ED,,,,,,,,,,,,,,,,,2010
0.000923092937585097,4.86398414438187e-06,2.05210806560569e-08,0.911874391695662,5.48513785485645,EFX,,,,,0.06446305211106,,,,,,,,,,,,2010
0.00037178756356282,8.37675651687871e-07,0.0642153475894641,0.934784484340434,4.17636870194705,EG,,,,,,,,,,,,,,,,,2010
0.000943289200862202,2.98367945144628e-06,0.0525990037801658,0.925291177969365,8.49863633461313,EIX,,,,,,,,,,,,,,,,,2010
0.001686263942504,1.89849242262302e-05,0.0206319366761521,0.937038741546137,3.12897419953596,EL,,,,,,,,,,,,,,,,,2010
0.000353734768169092,1.90724030358068e-06,0.000151622973283302,0.999889293787461,9.79113175452107,ELV,,,,,,-0.0105948192203442,,,,,,,,,,,2010
0.00226779139207852,6.94572845380255e-06,0.128429751809434,0.86130919714135,5.7527197593937,EMN,,,,,,,,,,,,,,,,,2010
0.00134764729874952,1.83805464726873e-05,0.112163553406276,0.845956264645879,3.36471295163622,EMR,-0.861131237303329,,0.829494836786337,-0.133597459839438,,,,,,,,,,,,,2010
-0.000185452030013053,2.28102198808344e-05,0.0840121674565697,0.87715372487769,4.68047486696419,EOG,-0.0762104388047488,,,,,,,,,,,,,,,,2010
0.000347006683253146,2.66373254788908e-05,1.51546319522773e-09,0.974825069547372,2.36950988950399,EQIX,,,-0.123294936371564,,,,,,,,,,,,,,2010
0.00207171531128471,5.47518414477679e-06,0.0916369047729052,0.896681946876807,7.67828658366725,EQR,,,-0.0449538649728169,,,,,,,,,,,,,,2010
0.000935170130402294,2.35928384736484e-07,0.044902808906592,0.954097084133097,5.22633475535912,EQT,,,,,,,,,,,,,,,,,2010
0.00101625553123814,5.76710515958502e-07,7.2197514338964e-07,0.960274482666322,12.3704116185724,ES,0.60795217039087,,-0.768073768051978,,,0.0608705631560891,,,,,,,,,,,2010
0.0020491619404425,1.35247658985934e-05,0.145355851092679,0.819504091911059,7.42084694870974,ESS,,,,,,,,,,,,,,,,,2010
0.00195009949343921,4.36322820018588e-06,0.0832648702290078,0.90641630192546,4.79151522306094,ETN,,,,,,,,,,,,,,,,,2010
-0.000526802548790662,8.34095729548959e-15,0.0390267114663665,0.95826281342343,21.8659438760638,ETR,,,,,,,,,,,,,,,,,2010
0.00190179810147701,6.55888403015812e-05,0.0838334920272109,0.623428708542584,3.24698222602206,EW,,,,,,0.344825554587375,,,,,,,,,,,2010
-0.000191893386944605,8.19409185886158e-07,0.0375324270556505,0.953911316992641,8.18669569815322,EXC,,,,,,,,,,,,,,,,,2010
0.000830860103506234,3.41030425340547e-06,0.0345690068455308,0.960302236312393,3.75476984540794,EXPD,,,,,,,,,,,,,,,,,2010
-0.000615265191544678,1.10133625613156e-06,4.06421725865649e-05,0.997860321905343,6.56358810506605,EXPE,,,,,,,,,,,,,,,,,2010
0.00180004442186485,6.3045777428971e-06,0.0532757821677499,0.930460129960742,28.3556897911408,EXR,,,,,,,,,,,,,,,,,2010
0.00234294641116824,7.11560315612105e-11,0.0743158477181975,0.924518842896616,9.58709776560125,F,0.449971067710919,0.0285205679137299,-0.445610216953096,,,,,,,,,,,,,,2010
0.00213735993113482,7.542820666293e-06,0.12136839710397,0.871877014754256,3.86512411226306,FAST,0.0140687023411328,0.0931719567898805,,,,,,,,,,,-0.0180203172301947,,,,2010
0.00239839405305993,5.72439739171986e-05,3.97757881932981e-09,0.271938385684262,20.025197185454,FCX,,,,,,0.405220071952069,,0.455077807116503,,,,,,,,,2010
0.00186293423264131,1.51515202752494e-05,0.0747157585224428,0.854685544058158,8.19028171994194,FDS,,,,,,,,,,,,,,,,,2010
0.000908721290834724,6.59315742911975e-06,0.0762254395852166,0.904875152871179,9.70385878899598,FDX,,,,,,,,,,,,,,,,,2010
-0.000102653892572667,5.26300763812079e-06,0.0435711017412147,0.890786302496604,6.5041020554155,FE,-0.746822855082009,,0.862798375162247,,,0.0536191474313654,,,,,,,,,,,2010
0.00261937708716049,6.44694678746956e-06,1.69186167252883e-10,0.994531236056799,3.18451793012702,FFIV,,,,,,,,,,,,,,,,,2010
0.00157582982010978,4.8733135236689e-06,0.0820449667288953,0.891469244272629,5.54118898806579,FI,-0.0963702790100931,,,,,,,,,,,,,,,,2010
0.000309929976841656,2.79235832057263e-06,0.0390599525473096,0.953687328547992,7.72489601496145,FICO,,,,,,,,,,,,,,,,,2010
0.000596806609754787,1.70317076561662e-05,0.0799782108906588,0.824985601815725,4.52630192854526,FIS,,,,,,,,,,,,,,,,,2010
0.00220639892511624,4.41431983778988e-05,1.44782932721301e-08,0.247642849595454,70.309447247715,FITB,0.838920992351067,,-0.897601031180619,,0.141085275758166,,,0.550806973778249,,,,,,,,,2010
0.00118753619071072,1.21277435868323e-05,1.24420581229408e-08,0.816363006748624,13.8372673719235,FMC,-0.115718070671988,,,,,0.287937052599918,,,,,,,,,,,2010
0.000764431550368329,4.60553285277784e-06,0.0978741324261485,0.884195701205054,9.49835587956331,FRT,,,,,,,,,,,,,,,,,2010
0.00131317967952214,1.3161923039811e-05,0.0610776050351988,0.925945712753876,3.86200754520748,FSLR,,,,,,,,,,,,,,,,,2010
0.00121764280591524,1.08150020451351e-07,5.40245936972037e-11,0.998999822532321,5.4000341084526,FTNT,,,,,,,,,,,,,,,,,2010
0.00124612847881338,3.56168468152187e-06,0.0957637155234219,0.894518064240402,6.16588385578808,GD,,,,,,,,,,,,,,,,,2010
0.00164080986409286,1.75369845155307e-05,0.0762652338670568,0.875763729936765,3.96128928900858,GE,,,,,,,,,,,,,,,,,2010
0.000472756941357527,2.41940257709885e-05,0.0893201531169233,0.851662504162792,3.92424493084062,GEN,,,,,,,,,,,,,,,,,2010
-0.000193856957473117,3.31376646317986e-06,0.0405838759611116,0.952068436733357,3.53363386428768,GILD,,,-0.141066034167403,,,,,,,,,,,,,,2010
0.000217465380297646,3.49740576131892e-06,0.0523738841056047,0.916202270998294,6.04846159415225,GIS,,,,,,,,,,,,,,,,,2010
0.00172765963788399,3.96285502802271e-06,0.0776205588829429,0.908663792611075,9.05192062982098,GL,0.49533018783167,,-0.566151713471613,,,,,,,,,,,,,,2010
0.000368737676365818,4.79620724433544e-06,6.28982349078254e-07,0.932934187983779,7.45086915993897,GLW,,,,,,0.107647239566534,,,,,,,,,,,2010
0.00025452562211881,7.93030765407115e-06,0.0111977409719274,0.965020477150567,3.03916107648195,GOOGL,,,,,,,,,,,,,,,,,2010
0.00140730433444135,7.64605014701565e-08,0.0286613159620713,0.970338683048847,3.41130349321466,GPC,0.735557528274565,,-0.803757593675392,,,,,,,,,,,,,,2010
0.00119170738276955,4.36016203656215e-12,1.45188074023324e-05,0.998804742889043,3.80708831139778,GPN,0.939138479052938,,-0.925654344358301,,,,,,,,,,,,,,2010
0.000536470184197008,0.000167880451250162,0.107557204825175,0.558127544835049,9.63693075794241,GRMN,-0.335871414749802,0.469221504475181,0.311476632808133,-0.584382725128982,,,,,,,,,,,,,2010
0.000951615451904166,6.27158582008656e-06,0.0197026907878638,0.955977151769598,4.81327745773885,GS,-0.125662641857052,,,,,,,,,,,,,,,,2010
