mu,ar1,ma1,omega,alpha1,beta1,shape,tick,ar2,ma2,ma3,gamma1,beta2,ar3,alpha2,gamma2,skew,eta11,eta21,ar4,label
0.00355385307737358,-0.0140399786516088,,1.7313207034113e-05,0.0326218893517408,0.934373321643817,4.73311782540939,DAL,-0.181192654605807,,,,,,,,,,,,2013
0.00140088205622578,-0.533235464367574,0.55435180935777,1.04983382407255e-07,3.63064581141794e-08,0.998999861060482,6.24303197350608,DD,,,,,,,,,,,,,2013
0.000841559499771705,,,2.3383399042287e-06,0.0270900842476613,0.95525030385879,4.78320477282182,DE,,,,,,,,,,,,,2013
0.00156906806106699,-0.420521600770177,0.36061822293985,1.42082223021221e-07,9.87361360445631e-11,0.998999986617678,31.3076238271262,DFS,,,,,,,,,,,,,2013
0.000546771628022176,-1.27226695343981,1.18755035681632,6.31658631015933e-06,0.0126140775941773,0.37113068655891,4.61874618170184,DG,-0.715818781206395,0.528271834248813,-0.1887107440813,,0.582480117412781,,6.3582502943729e-09,,,,,,2013
0.000643510960024067,,,3.13689308372731e-07,9.32201929052118e-05,0.997520276951368,3.57249395830443,DGX,,,,0.187183441165419,,,8.6657579451744e-05,-0.18858177738201,,,,,2013
-0.00101681741527265,,,1.21887643745066e-05,4.60854624936857e-07,0.985627414621945,3.4177881361522,DHI,,,,,,,,,,,,,2013
0.000823517774259919,-0.0784438939839916,,9.30495885499762e-08,2.45793058960406e-06,0.998986787373044,4.0477227934975,DHR,-0.0699942202674195,,,,,,,,,,,,2013
0.00182350756955891,-0.0445633792906128,,1.38970999862205e-07,3.25139464560125e-07,0.998999112865322,12.4454511995393,DIS,,,,,,,,,,,,,2013
-0.000952965157405226,,0.153187878750425,4.23941336726634e-06,2.70525636252018e-06,0.996853477523284,2.5301917612595,DLR,,-0.104140342163835,,,,,,,0.902545737008842,,,,2013
0.00037412374356905,,,1.15648191845125e-12,0.00878540065862815,0.986255020350316,4.6808787405339,DLTR,,,,,,,,,,,,,2013
0.00167293845634429,-0.0373357065748803,,6.24139896045129e-05,0.111772116964506,0.426951955325584,13.2905804744235,DOV,,,,,,,,,,,,,2013
0.00224528701391133,-0.692093472919832,0.561557089843244,2.58879435254143e-13,3.13450269851859e-05,0.998916833529491,4.94405626436042,DPZ,,,,,,,,,,,,,2013
0.00105997917413169,,,1.52351752982918e-08,1.30195377223988e-09,0.231454291953557,4.24088969196564,DRI,,,,-0.0115817206934438,0.769942042152387,,3.71664514194612e-09,0.00678898774990268,,,,,2013
0.000835192944585635,-0.030379613256204,,2.3991646673989e-06,0.0540417645613163,0.916096183062572,9.71177274331185,DTE,,,,,,,,,,,,,2013
0.000658170062421252,-0.00936855230463009,,4.51469105597995e-06,0.0942361911762566,7.35870999932129e-10,11.6666770934596,DUK,,,,,0.839048847986259,,,,,,,,2013
-0.000638521502693516,,,4.52967597999822e-07,1.99221902789624e-09,0.998999952029019,2.75763024682752,DVA,,,,,,,,,,,,,2013
0.000763824091037518,,,2.49348458632042e-08,1.77494380890567e-08,0.998999977140062,7.79765033597669,DVN,,,,,,,,,,,,,2013
0.00178832316809821,,-0.0414511511326306,2.76580591236218e-05,2.62372179411282e-11,0.973542387374942,2.64808807119925,DXCM,,,,,,,,,,,,,2013
0.00160357682664164,-0.668279647113214,0.587196443226406,8.94093458859854e-07,2.70340443402667e-10,0.998999907731699,3.84038553903227,EA,,,,,,,,,,,,,2013
0.000678994510160816,-0.0485389655940529,,1.33965112339923e-07,1.42477063201881e-07,0.9989989757129,6.93332080697128,EBAY,,,,,,,,,,,,,2013
0.00127147799618739,-0.182488793210505,,3.06417796358608e-15,6.88969846370831e-05,0.999932666599468,20.6863185823779,ECL,,,,0.342716597762466,,,3.49798649390294e-05,-0.34501741303667,,,,,2013
0.000412006491888628,0.0765245321776264,,1.91295947516243e-06,0.0424653997944158,0.929820294991468,6.7039956448654,ED,,,,,,,,,,,,,2013
0.00120465464620294,,,3.64320352436789e-12,0.000169362954181946,0.0700649350560268,4.84710106494284,EFX,,,,,0.928665650500488,,,,1.0409995683478,,,,2013
0.00159751422007171,,,4.45355974783278e-07,3.45049181120685e-05,0.995741416450106,7.31044077576116,EG,,,,,,,,,,,,,2013
0.000440723186469596,-0.519529339976002,0.621844125640507,1.00302260852669e-07,1.13146506450374e-06,0.99899761325511,11.7604780745377,EIX,,,,,,,,,,,,,2013
0.000939295681249165,0.932126866826426,-0.999646253637076,2.08092898487183e-15,0.00187395259667592,0.999843876093226,17.4849552074152,EL,,,,0.320995659877353,,,0.00653486824670124,-0.345414975592152,,,,,2013
0.00211312487121226,-0.0191946590192639,,1.51625727409653e-07,1.13796148300508e-08,0.998999953429868,4.97854779929494,ELV,-0.0563977112200478,,,,,,,,,,,,2013
0.00104639657010075,,,9.29126751508827e-05,0.189690639145326,0.474882945357218,4.62389027039748,EMN,,,,,,,,,,,,,2013
0.00144449442349924,-0.0519381567885365,,1.28416692492134e-06,0.0257764651690726,0.962618702385917,10.0697848174027,EMR,,,,,,,,,,,,,2013
0.000883149159025834,-0.10581554504793,,1.77733780446237e-06,1.49067808050882e-09,0.99899982821589,7.7164507912429,ENPH,,,,,,,,,,,,,2013
0.00181320956051173,,,1.70630806954903e-05,0.0607668144323103,0.875280612698042,7.48070019603633,EOG,,,,,,,,,,,,,2013
0.00140287730850131,-0.0641331933147019,,1.65716543478161e-05,5.12400763736637e-09,0.974064350866013,2.68277744197003,EPAM,,,,,,,,,,,,,2013
-0.000768271363971237,0.0518697235549055,,9.91619115453773e-08,3.4572448843209e-08,0.997552158442942,8.5394077769712,EQIX,,,,0.315682120608523,,,1.80727346323006e-08,-0.312786643277284,,,,,2013
-0.000122582628771999,,,2.02058731775437e-05,0.0609791778659598,0.797365282777361,6.17005177021651,EQR,,,,,,,,,,,,,2013
0.00100227263190924,,,2.79802672444746e-08,5.62671541322548e-09,0.998999982789311,7.95465819376325,EQT,,,,,,,,,,,,,2013
0.000500716261504792,,,3.33006357381716e-06,4.95662607302883e-09,0.900831818372178,20.1172159537395,ES,,,,0.116871076418755,,,,,,,,,2013
0.000159920331692605,,,1.37722957709987e-06,0.0556129309250436,0.943386945454081,6.24988160993104,ESS,,,,,,,,,,,,,2013
0.00167059472659364,-0.0156109474779682,,1.44172444446068e-07,9.81658812345052e-07,0.998997156658738,6.92182404644285,ETN,,,,,,,,,,,,,2013
0.000300599362025655,,,2.98950566014965e-06,0.0318312998554119,0.945774448791047,8.52386158122559,ETR,,,,,,,,,,,,,2013
0.000387335541468261,,,5.98716620494575e-06,0.0132362540849812,0.966584205503436,2.8140107836098,EW,,,,,,,,,,,,,2013
0.000467093488730006,,,2.46339787945675e-07,0.00634026175236063,0.991717819997683,5.77087259279165,EXC,,,,,,,,,,,,,2013
0.000475933113258808,-0.0151697650588857,,7.50426162443995e-06,1.3097155685001e-06,0.971357092932015,3.47209921760274,EXPD,,,,0.196951634035194,,,2.46957104086252e-07,-0.212714389654926,,,,,2013
0.00157805076450263,,,2.084735830261e-13,0.000660516079441645,0.996464517943876,2.81211202117823,EXPE,,,,,,,,,,,,,2013
0.00135631261896165,,,0.000123136506823998,0.257330614246944,7.5487620248019e-09,7.80533416593529,EXR,,,,,,,,,,,,,2013
0.00112234804813197,,,8.75128468592425e-08,1.97959874461472e-08,0.998999964585032,10.0763800611865,F,,,,,,,,,,,,,2013
0.00380805090590833,,,6.49547629098405e-07,9.22200145553562e-10,0.99899986488102,5.03328345525651,FANG,,,,,,,,,,,,,2013
0.000412872296359599,,,8.76087609161379e-08,0.105117002325832,0.124730618050817,4.41302195929387,FAST,,,,,0.0197112931727628,,0.0872371361386802,,,0.999673836411969,0.000371786843811633,,2013
0.00103860920570699,,,4.17181251226652e-12,0.0195944059502959,0.978679468495561,4.74361098404983,FCX,,,,,,,,,,,,,2013
0.000989864435515845,-0.950580007540077,0.875427914062474,1.07646701093353e-07,8.63464590091898e-08,0.998999691968437,3.64802417242809,FDS,-0.0223589564241275,,,,,,,,,,,,2013
0.00152448776734406,0.0102066080580162,,3.48897695008904e-07,9.12169003594782e-05,0.998621716066626,4.17787697878277,FDX,,,,,,,,,,,,,2013
-0.000109344612799275,,,2.02113519891856e-07,1.19842625962715e-10,0.998999995173464,4.8371473445682,FE,,,,,,,,,,,,,2013
0.000826550546977854,,,2.79436932922326e-08,0.00379546482526135,0.995202550988727,3.4282679472383,FFIV,,,,,,,,,,,,,2013
0.00171759490003265,-1.94844274410846,1.97239268026052,1.69855616012808e-08,2.12361790020103e-06,0.998996081653423,7.66709779780838,FI,-0.975125963290612,1.01182722689965,,,,,,,,,,,2013
0.00156322169180044,-0.0569739656019412,,2.59102978617652e-07,3.50989618048787e-09,0.998999970592313,6.71123648021292,FICO,,,,,,,,,,,,,2013
0.00175199977230223,-0.146906131665346,,5.67316375630168e-08,4.52950218061269e-10,0.998999997055675,5.77994137938247,FIS,,,,,,,,,,,,,2013
