mu,ar1,ma1,omega,alpha1,beta1,shape,tick,alpha2,beta2,eta11,eta21,skew,ar2,ma2,gamma1,gamma2,ma3,ar3,ma4,label
0.000410889472874314,,,3.2317140046978e-05,0.0908598806726,0.804995167850818,6.99481806733766,AON,,,,,,,,,,,,,2022
-0.00172950224154492,,,1.13091200013323e-06,1.07453137161173e-05,0.997200075995987,11.4603074923304,AOS,,,,,,,,,,,,,2022
0.0032513833728738,,,3.59301457998677e-06,1.20181130198292e-06,0.997573060411457,8.56433657154494,APA,,,,,,,,,,,,,2022
-0.000205359680106685,-0.829634131956459,0.891205478867428,3.35172697036458e-07,2.78191115366853e-10,0.998999934690505,8.89539856117822,APD,,,,,,,,,,,,,2022
-0.000710173235671128,,,3.28417882698684e-07,7.80390697908955e-09,0.998999874853427,10.0657034080909,APH,,,,,,,,,,,,,2022
-0.00219917806120193,,,6.60064452592602e-07,3.06729732996172e-09,0.998999944392558,9.51357028006351,APTV,,,,,,,,,,,,,2022
-0.00121119144526799,,0.121237741384687,4.98341902759808e-07,6.15430677564097e-10,0.998999903192124,7.31360745735806,ARE,,,,,,,,,,,,,2022
0.000516312182499945,,,4.99479819030092e-07,7.34219482096748e-11,0.998999989266809,4.68342666280978,ATO,,,,,,,,,,,,,2022
-0.0005521750810577,,,3.35142600796734e-05,0.620422610927922,0.345616597165577,3.05957934818554,ATVI,,,,,,,,,,,,,2022
-0.00193418829505955,,,4.36265840426875e-07,3.65283324805361e-07,0.998996700674839,10.9070971236688,AVB,,,,,,,,,,,,,2022
-0.000530462168541159,,,3.28133223076346e-07,2.310033642132e-11,0.998999941593855,59.8188056370314,AVGO,7.21384347884738e-09,,,,1.06982174500571,,,,,,,,2022
-0.000456706642487449,,,3.6367703831193e-07,2.80662024689364e-08,0.998999781928507,6.09675009798788,AVY,,,,,,,,,,,,,2022
-0.000682535411762528,0.819657659798908,-0.727014603005901,3.45761261005124e-05,0.104364690192294,0.774593291564653,31.7367274400962,AWK,,,,,,,-0.0371461410253462,,,,,,2022
0.000781434357800151,,,0.000170805703724344,0.0451123972676815,0.800243602933964,4.83261629750541,AXON,,,,,,,,,,,,,2022
-0.00167848126843818,,,2.84565204574029e-06,0.000765086431666276,0.580963411387674,8.09580688407568,AXP,0.00103302170720187,0.362331803078679,,,,,,0.32918862518335,-0.22328697541787,,,,2022
0.00135243835310412,,,3.21311809648797e-05,0.0758717589523513,0.823071749352515,6.35377454218547,AZO,,,,,,,,,,,,,2022
0.00113930018993099,,,0.000147183871639585,0.0827082387380187,0.756462162312111,5.8974432855217,BA,,,,,,,,,,,,,2022
-0.00150207773003045,0.0808436735767683,,0.000230034332771934,1.86161749350379e-08,0.125857275472533,11.4700983588303,BAC,0.0859602842764382,1.56921064552204e-17,,,,-0.00807390430217609,,0.314352205096656,0.202289552714831,,,,2022
-0.00209562849172898,,,0.000186887867897819,0.0524155041280783,0.660349914452817,3.53646776903829,BALL,,,,,,,,,,,,,2022
6.54857507140161e-05,,,2.28823528433355e-06,3.25969239556042e-09,0.998999955736723,2.73422515847447,BAX,,,,,,,,,,,,,2022
-0.00225410426137526,,,0.000274926971831457,0.213247132644799,0.594858439817222,25.629671869978,BBWI,,,,,,,,,,,,,2022
0.00044392534011809,,,3.09985156807151e-16,0.000142990492418484,0.499308494303993,6.26557766528425,BBY,0.000122170474716302,0.533746078534908,,,,,,-0.0682552078638363,-0.00102824073812062,,,,2022
8.28392907433798e-05,,,3.21762039597938e-07,5.37866630666546e-08,0.998999793160834,7.90043448714143,BDX,,,,,,,,,,,,,2022
-0.000792109006206308,,,0.000320481679693582,0.128911963159935,2.85585900828025e-12,6.5250852478472,BEN,,0.314313689479814,,,,,,-0.0364912517261002,,,,,2022
0.00019631393656804,,,2.42865415755011e-05,0.0341187299589023,0.919138497079112,5.84929047649928,BG,,,,,0.713039763265088,,,,,,,,2022
-0.000387896463022176,,-0.127565774236806,3.47397354024949e-05,1.86750170633226e-08,0.923036629752343,4.33504588657073,BIIB,,,,,,,,,,,,,2022
-0.00229864952460349,1.0222190297661,-0.978029526358106,5.65558799168478e-07,1.73279345780366e-08,0.998999691928342,8.04568338220666,BIO,,,,,,-0.0816259843307467,,,,,,,2022
-0.000955639961397506,,,1.24878579931742e-07,1.03952193674202e-08,0.998999969886287,7.18333176407488,BK,,,,,,,,,,,,,2022
0.000372907311447,,,6.60801277594654e-05,0.0893669458780515,0.820969518845443,21.9230588869572,BKNG,,,,,,,,,,,,,2022
0.000973198771864853,,,7.03516234217352e-07,1.41246943143499e-07,0.998999191660961,59.9916385730322,BKR,,,,,0.936232695468747,,,,,,,,2022
-0.00157734857994384,,,5.30939617862157e-07,1.6409540950739e-07,0.998992094088256,5.72535216885274,BLK,,,,,,,,,,,,,2022
0.000459026053895608,,,2.85661951374358e-07,4.09626470872639e-08,0.99899967641119,4.36182314271318,BMY,,,,,,,,,,,,,2022
-0.000917685558403708,,,3.44611849084408e-07,7.24058102139487e-07,0.998995392301191,7.43638706467659,BR,,,,,,,,,,,,,2022
-3.32906122132743e-05,,,2.91402730600493e-07,2.31476123627304e-09,0.998999978900596,11.6317169988908,BRK.B,,,,,,,,,,,,,2022
0.000180220378965235,,,1.5549834540456e-07,1.5995854810374e-08,0.998999820188701,5.62578682261402,BRO,,,,,,,,,,,,,2022
0.000656643596943821,,,9.4051637123584e-06,0.028434246726171,0.939225929091129,8.31961409115048,BSX,,,,,,,,,,,,,2022
-2.72853594714283e-05,,,9.66993998850676e-08,2.17949192468293e-08,0.9989999716334,9.71273426694412,BWA,4.68149978671372e-09,,,,,,,,,,,,2022
-0.00240510591550011,,,8.48162829679048e-07,4.98416981528593e-09,0.998999867304743,10.0242019162881,BX,,,,,,,,,,,,,2022
-0.00179261130064844,-0.517348028971461,0.580111945094324,4.32588085350016e-07,4.82286957319308e-10,0.998999980508957,17.0874846994857,BXP,,,,,,-0.0471705457203643,,,,,,,2022
-0.00138794581168242,0.0855415309058511,,1.94194016157469e-07,1.29186473304977e-09,0.998999918220734,6.41841169486867,C,,,,,1.23596592771537,,,,,,,,2022
0.00145651396360003,,,2.01372270894791e-12,2.96363868386651e-05,0.998736695467965,4.07592329259935,CAG,,,,,,,,,,,,,2022
0.00141202619931619,-0.94639320221304,0.949917495077653,2.00028245235564e-07,0.00277157043955152,0.894503914289667,5.2868347935708,CAH,,,0.999280322318925,0.00063054682418707,,,,,,,,,2022
-0.00110067036199725,-0.372512554646225,0.425719377504815,4.24370770601887e-07,3.26200700608542e-10,0.998999882720694,10.691716524604,CARR,,,,,,,,,,,,,2022
0.000854084721173507,,,8.10516819825609e-06,3.84351488492697e-08,0.987892475965439,3.16077475229134,CAT,,,,,,,,,,,,,2022
0.000482571255523489,,,1.62306806729456e-07,2.30900766816834e-07,0.998998701660841,10.93096972193,CB,,,,,,,,,,,,,2022
0.000572019865144061,0.998447653799408,-0.992694294280831,4.33853966685618e-08,0.0178031769500002,0.578101071658498,20.1545417085845,CBOE,,,0.999834070166627,0.00286713288567759,0.934911761851678,,,,,,,,2022
-0.00147210420802151,,,4.40416255629436e-07,1.61866863674816e-08,0.998999714382695,12.0795787293533,CBRE,,,,,,,,,,,,,2022
-0.0011177795529406,,,2.65313269907978e-05,1.22427746718814e-11,0.87663156539437,9.07871487448611,CCI,,,,,,,,0.095403281335106,,,,,2022
-0.00203270359238972,,,0.000276977400982608,0.10861200024667,0.778326337330155,7.43314360471699,CCL,,,,,,,,,,,,,2022
-0.00205071706991064,0.876895191209056,-0.77372109466213,9.77003951610452e-07,1.92490397682021e-09,0.99899976538151,23.2053084652852,CDAY,,,,,1.21049839556245,-0.143930196106118,,,,,,,2022
-0.000518564636595933,,,2.06990089870435e-05,0.0562138789519962,0.911124551947152,18.6360716191917,CDNS,,,,,,,,,,,,,2022
-0.000482753949570676,,,1.95739043812165e-07,5.16453463993686e-11,0.998999960280364,9.80713319102141,CDW,,,,,,,,,,,,,2022
-0.00228122958712856,,,1.86322933468505e-06,6.67856163806587e-08,0.998999925515022,4.67318514555981,CE,,,,,,,,,,,,,2022
0.00100140924883738,,,7.29125891590334e-07,6.54048447371311e-08,0.998999465221831,33.17654811969,CF,,,,,,,,,,,,,2022
-0.000792315002789425,0.154191840826879,-0.113155010544508,5.92811829470062e-14,0.00509028173355586,0.993388300675847,9.20193003236417,CFG,,,,,,,,,,,,,2022
5.63582529419622e-05,,,2.81944385906274e-07,3.60430392847507e-07,0.998999177701732,3.38843014476411,CHD,,,,,,,,,,,,,2022
0.000242892166959967,,,1.06612049652483e-06,0.00260285318841879,0.995322657271658,3.38405234299187,CHRW,,,,,,,,,,,,,2022
-0.00138042929922858,,,2.701199350442e-06,8.89637496638772e-09,0.998999959005947,3.15693887502715,CHTR,,,,,,,,,,,,,2022
0.00199055549705205,-0.148838341542112,,4.21996499312122e-15,0.000157268297745787,0.9987190231738,8.04410910627455,CI,,,,,,,,,,,,,2022
0.000199606477186018,,,7.28055956569143e-07,0.000395038373563323,0.997387346519077,4.40487103193461,CINF,,,,,,,,,,,,,2022
0.000209878387580176,,,2.1862823402032e-05,0.0378314652551189,0.834360722257587,5.79162056410653,CL,,,,,,,,,,,,,2022
0.000873415987732476,,,2.50208273839964e-13,0.0034201268488464,0.995138102829964,3.94500023380722,CLX,,,,,,,,,,,,,2022
-0.000714011145060092,0.946452145106816,-0.999687928658001,2.12647157895336e-06,0.000324217504980418,0.999962246078149,9.87384890658216,CMA,0.00453353787108762,,,,,,,0.336648659542637,-0.358797648836748,,,,2022
-0.000219953238238266,,,1.05010611922611e-05,0.035426884444974,0.941714692558602,4.32124823485365,CMCSA,,,,,,,,,,,,,2022
-0.000837513499027934,,,7.44279368574186e-05,0.119256164611648,0.282996881469949,12.56710312628,CME,,0.300035749379401,,,,,,,,,,,2022
-0.00109668293051835,,,6.31044842317631e-06,9.90143622367656e-08,0.9615327431611,5.41213417330341,CMG,,,,,,,,0.0549799126993033,,,,,2022
0.000257207564657169,,,6.23322735732273e-05,1.14859954692336e-10,0.685214618439594,11.7663464927715,CMI,,,,,,,,0.232298362161461,,,,,2022
0.000915226289155223,,,1.57618892986361e-05,0.080940418021038,0.854452164330764,5.45532432176903,CMS,,,,,,,,,,,,,2022
0.000856322900041826,,,8.39180604331408e-08,4.26572453212862e-09,0.998999929559765,5.10719475334645,CNC,,,,,,,,,,,,,2022
0.000831586641154293,,,1.61561567376513e-05,1.2577794095047e-08,0.847927811508558,11.1904516305636,CNP,,,,,,,,0.146838188157472,,,,,2022
-0.0014531361449133,,,1.01566118626295e-06,1.23104028007506e-08,0.184927645289368,8.57614194398018,COF,4.40322181455645e-09,0.81407155187415,,,,,,,,,,,2022
-0.00139638602569589,,,2.77030061394013e-07,0.0940027937420051,0.0119712386654167,8.42498288386853,COO,,,0.999373241287654,0.00036338069114594,,,,,,,,,2022
0.00306415788720547,,,0.00012431847398078,0.0738558605955757,0.751939386249296,11.1561325391887,COP,1.02482435915367e-15,,,,,,,,,,,,2022
0.00128477329006573,,,7.24993978823863e-07,8.59480766649403e-05,0.996913235815845,7.9706587343729,COR,,,,,,,,,,,,,2022
-0.000129144434538171,,,7.16201523829521e-08,8.31579821280206e-10,0.998999992501967,4.32296126957404,COST,,,,,,,,,,,,,2022
0.00188293572608439,,,5.97682071965853e-07,2.24111674102429e-05,0.996936222620316,4.13878682528881,CPB,,,,,,,,,,,,,2022
-0.000776359845344059,,,1.42517686782951e-11,0.00556487739929411,0.992695923852702,11.8891780738435,CPRT,,,,,,,,,,,,,2022
-0.00195231322697155,,,3.04881248206154e-07,3.30676394883938e-10,0.998999965021414,13.3449549675954,CPT,,,,,,,,,,,,,2022
-0.00223480405356061,1.38078422263621,-1.28554170281786,6.30556809250859e-05,5.20754207061345e-19,0.0100968619189788,23.4206608701183,CRL,,0.897781061570929,,,1.07174647225999,-0.561501281664175,0.425016843696847,0.0264004218814255,,,,,2022
-0.0025146786629941,,,7.43209964331003e-07,0.0557603036598733,0.316865413530685,12.1666050557148,CRM,,0.0434206672253773,0.999149708142315,0.000129853637117135,,,,,,,,,2022
-6.47261591856067e-05,,,0.000257007358415246,0.201141087913051,8.1836647524479e-08,5.42407612144911,CSCO,8.51086505100762e-15,,,,1.17577158657671,,,,,,,,2022
-0.0018315024032185,,,2.35424228148943e-11,5.13367149129224e-06,0.989800993293401,4.34243315134242,CSGP,4.47140705436206e-06,,,,,,,0.212231595368872,-0.195021091360553,,,,2022
-0.000609373424792697,,,2.37619496793255e-07,8.13496095866803e-08,0.998999247617581,9.4044036398675,CSX,,,,,,,,,,,,,2022
0.000410344860743956,-0.834184102387382,0.894230457105619,2.39717041496652e-07,2.27004745865293e-08,0.99899981945038,8.55843008348976,CTAS,,,,,,,,,,,,,2022
-0.00359782234608598,1.47222776925333,-1.31190973726295,8.64809572485362e-05,0.0348270916691383,0.873150121502572,4.67397159113844,CTLT,,,,,,-0.725555937642705,0.553438282000473,,,0.0159332310950022,,,2022
0.00206401090756216,,,3.13801790559286e-07,2.44746764008068e-09,0.998999969040312,9.46311445443244,CTRA,,,,,,,,,,,,,2022
-0.00174666622003391,,,4.24009149278981e-07,0.0302680915233399,0.760713076409056,4.08596305615186,CTSH,,,0.999037864734187,0.000381448787167764,0.812272343025107,,,,,,,,2022
0.00154480175077151,,,1.09586520883079e-13,0.000232634169972553,0.995455229912086,4.72785454166676,CTVA,0.000209833075547543,0.0154303549430637,,,,,,0.305340044817881,-0.330524271519202,,,,2022
0.000238509283522392,,,7.78866443017767e-08,1.46474807055615e-08,0.998999906931779,4.55990247053241,CVS,,,,,,,,,,,,,2022
0.00248755828014246,,,1.07128493808835e-06,1.9632407370768e-05,0.997537030017068,6.37059687325346,CVX,,,,,,,,,,,,,2022
-0.0036737900769484,,0.107824459459683,1.306297219628e-06,1.25239862790279e-08,0.998999859060416,11.5333742158148,CZR,,,,,,,,,,,,,2022
0.000216073328925713,,,1.75762879578653e-05,0.108392337094452,0.815024155606823,6.5693702646246,D,,,,,,,,,,,,,2022
0.000520346733414813,,,8.3883116037701e-05,0.0984824054054508,0.802384517527374,13.5924978131456,DAL,,,,,,,,,,,,,2022
-0.000848616496807849,,,3.95179128305556e-07,4.88570851723955e-10,0.998999906799528,8.71676199418519,DD,,,,,,,,,,,,,2022
0.0020888141433418,,,6.44015560040312e-06,0.0461669697351003,0.946254127619057,3.42140901591413,DE,,,,,,,,,,,,,2022
-0.000228318869577252,,,6.00011346794801e-13,1.05283865420271e-05,0.107910690819831,7.72920006968958,DFS,1.23518592234649e-05,0.890606813607121,,,,,,,,,,,2022
0.000614332107053281,,,9.21351221647712e-05,0.118206128669448,0.696961799963513,3.20980681337773,DG,,,,,,,,,,,,,2022
-0.000238662518947114,0.417424166456071,-0.354304210493947,4.78544531791214e-08,3.91966084840069e-09,0.998999977108059,7.38437298709,DGX,,,,,,,,,,,,,2022
-0.000259674139206203,-0.790000382983619,0.821193251583093,8.19021688360961e-08,6.65303660110981e-10,0.99899999687169,14.0632402015032,DHI,,,,,,,-0.193586430751089,,,-0.144541821577498,,,2022
-0.0014122615198517,,,4.34300021439683e-07,1.19526438190423e-08,0.998999801202653,7.52546255866797,DHR,,,,,,,,,,,,,2022
-0.0021978262680201,,,8.33262031424209e-07,6.5585073433041e-08,0.998999888584485,7.14598182617313,DIS,,,,,,,,,,,,,2022
-0.00221810068872684,,,7.20155294725661e-07,3.85336552121793e-09,0.998999951413803,7.75415058779233,DLR,,,,,,,,,,,,,2022
0.000839715146721069,,,3.08554330856553e-11,8.56240568180191e-07,0.998959342104285,3.01670168448831,DLTR,,,,,,,,,,,,,2022
-0.00103855161279408,,,4.14834811686203e-07,4.48438389521172e-07,0.998996908159696,7.14558332415078,DOV,,,,,,,,,,,,,2022
-0.000824708036619794,,,6.12823141726712e-07,2.4571960360215e-08,0.998999689802946,5.61500168878391,DOW,,,,,,,,,,,,,2022
-0.00208126522703363,1.74542200039186,-1.88546407937373,0.000257392766346959,0.151997152856517,0.257423914219444,9.61496486299386,DPZ,,,,,,-0.795151333867897,0.968520639370676,,,,-0.0270110794569841,,2022
0.000395576735239068,,,4.15899062396229e-05,0.113414372100746,0.802869386725402,5.50189245019073,DRI,,,,,,,,,,,,,2022
0.000677142487409259,,,1.33142354810936e-05,0.08693521859907,0.85818082528223,5.41189865805868,DTE,,,,,,,,,,,,,2022
0.00102141533585981,,,1.0988460838166e-05,0.0846977499170265,0.865271799363272,5.18489709014189,DUK,,,,,,,,,,,,,2022
0.000201062687951167,,,9.61340434471054e-05,0.0418490118671658,0.778906023736298,3.79899438084917,DVA,,,,,,,,,,,,,2022
0.00289163401641948,,,2.45771759931903e-05,3.07082169196531e-07,0.980338498676619,5.59924371743762,DVN,,,,,,,,,,,,,2022
-0.00105015295396206,,,8.40756179285101e-13,1.84363696525197e-06,0.998989590212788,7.87270742461628,DXCM,,,,,,,,,,,,,2022
-0.000538877274942762,,,7.04286773453433e-08,3.6480655888041e-09,0.998999994255109,13.5802863564023,EA,,,,,,,,,,,,,2022
-0.00164255847104838,,,3.39393155393932e-07,5.16286704782638e-10,0.998999975611393,7.8538049812419,EBAY,,,,,,,,,,,,,2022
-0.00182644765349315,-1.43688258893624,1.49361833861839,9.13249160953708e-05,0.0569315140386942,0.749655314237829,5.05487244147393,ECL,,,,,,-0.978934213323945,1.00960862640023,,,,,,2022
0.00102277946008166,,,1.73509097537497e-05,0.0637361950080317,0.849741954361371,7.69701208738391,ED,,,,,,,,,,,,,2022
-0.0016946482830325,,,7.00359488826526e-07,4.28953512747039e-09,0.998999957224468,9.27066555930895,EFX,,,,,,,,,,,,,2022
0.00126559865071243,,,3.39939365810342e-05,0.0919794196660599,0.810047921497597,6.3104723902829,EG,,,,,,,,,,,,,2022
3.10357918126365e-05,,,1.89161957210057e-05,0.0725429769588442,0.870497496477761,4.92349971522242,EIX,,,,,,,,,,,,,2022
-0.0015284180019354,,-0.143628505397314,4.78244419560247e-06,7.21595600989005e-05,0.992793406936644,9.39418685746953,EL,,,,,,,,,,,,,2022
0.000868436397068216,,,8.14786553107941e-08,2.54874039979399e-09,0.998999941557317,8.42848930952391,ELV,,,,,,,,,,,,,2022
-0.000708929837419324,,,1.85442306197078e-06,1.55112617761974e-08,0.998999923452088,3.2377342686552,EMN,,,,,,,,,,,,,2022
0.000115018751034567,,,4.50949600937822e-07,2.161465853092e-05,0.998756730260225,8.59438120798974,EMR,,,,,,,,,,,,,2022
0.000901341517611434,,,3.04347559125428e-05,0.0204378647145406,0.96356680204887,6.93694371056251,ENPH,,,,,,,,,,,,,2022
0.0026895933853133,,,0.000143130689661905,0.066440868723442,0.753935104891815,11.1509479687537,EOG,,,,,,,,,,,,,2022
-0.000821313989763325,,,5.63003686510715e-05,5.77334697300277e-09,0.621971577614466,3.95201362630835,EPAM,0.0316500327225299,0.307128327034114,,,1.14388758402274,,,,,,,,2022
-0.00169211473041761,,,1.39624086541436e-06,3.47771114879279e-05,0.997281607631528,8.19472442292036,EQIX,,,,,,,,,,,,,2022
-0.00155801858760356,,,6.98478299371358e-07,6.71025528777583e-06,0.997871067215987,12.4467885849953,EQR,,,,,,,,,,,,,2022
0.00232231411270663,,,2.2627298398816e-05,5.31258627390753e-06,0.983765340169022,15.1505552098829,EQT,,,,,,,,,,,,,2022
0.000793183984790577,,,2.6959089161348e-05,0.135319330555403,0.753679716057639,6.74585748285539,ES,,,,,,,,,,,,,2022
-0.00185447259926018,,,3.73455325997495e-07,6.22175587792442e-10,0.998999921991393,12.5100870869946,ESS,,,,,,,,,,,,,2022
-0.000134226905256653,,,1.76567861956247e-07,7.478125864736e-08,0.998999857162319,29.7008864165597,ETN,,,,,,,,,,,,,2022
0.000703125117888513,,,2.36467906598221e-05,0.0754671595534175,0.827515786483701,7.41241990754331,ETR,,,,,,,,,,,,,2022
-0.00249530872201654,,,8.34641218084202e-05,0.252179168472735,0.0411425977364393,99.9966076912678,ETSY,4.3804239968648e-08,1.3679554520804e-06,0.965715023906257,0.0411437421792557,,,,,,,,,2022
0.000691870307580529,,,2.46646093601793e-05,0.130932815210625,0.765474407365518,6.68492449036184,EVRG,,,,,,,,,,,,,2022
-0.000899848249039552,,,1.66569293475487e-11,4.89931701722977e-06,0.99866655699115,5.68111770119942,EW,,,,,,,,,,,,,2022
0.0010929320045361,,,1.34107248240241e-05,0.0698396539734241,0.893159425829605,4.44848892815424,EXC,,,,,,,,,,,,,2022
-0.00115427838198885,,,5.67278138768097e-07,4.63009205917152e-09,0.998999604640444,4.11565433423549,EXPD,,,,,,,,,,,,,2022
-0.00215067533615531,,,0.000308648806705957,0.0670686237320418,0.650880310445817,7.72671113998277,EXPE,,,,,,,,,,,,,2022
-0.000418528118481607,,,8.00068887387544e-05,0.0674992857603733,0.762007852442602,3.95517792605734,EXR,,,,,1.13891411211215,,,,,,,,2022
-0.00153404970987696,0.0161780352013863,,7.2602488125673e-11,3.75328113724827e-06,0.99898978443896,7.39179322025511,F,,,,,,0.046818977830846,,,,,,,2022
0.00145309968832478,,,0.000103205432519568,6.96910720612366e-08,0.812243464304308,19.4018655013888,FANG,,,,,,,,0.124961688809151,,,,,2022
-7.23780721695298e-05,,,1.27619083302725e-06,0.169386271448201,0.000583199313243763,5.04311960032961,FAST,,,0.996315480803753,7.74766235574346e-06,,,,,,,,,2022
-0.000354490670449285,,,3.41456608690459e-06,1.204536640281e-07,0.997409501956793,28.8702531953753,FCX,,,,,,,,,,,,,2022
-0.000269258268554021,,,4.2491910967223e-07,1.11577565651837e-06,0.998988772882307,6.13895595017111,FDS,,,,,,,,,,,,,2022
-0.00129091434205672,,,0.000108724043848171,0.0403831675630969,0.802756947218306,3.37600793401666,FDX,,,,,,,,,,,,,2022
0.000769020842513497,,,1.66567848123385e-05,0.135807352584037,0.814725334198511,4.75633591384307,FE,,,,,,,,,,,,,2022
-0.00162908606255923,,,5.24109191252797e-05,0.0361107251361091,0.863508608828826,6.91539054228424,FFIV,7.02386552599872e-19,,,,0.916627334577291,,,,,,,,2022
1.86565100891278e-05,,,3.17812816310188e-07,6.64513521617894e-10,0.998999924512567,8.06898741573019,FI,,,,,,,,,,,,,2022
0.000573121992344217,,,3.6647811269277e-12,8.56673325174283e-07,0.998508872352389,3.54755486261068,FICO,,,,,,,,,,,,,2022
