mu,ar1,ar2,ar3,ar4,ma1,omega,alpha1,beta1,shape,tick,ma2,ma3,ma4,ma5,beta2,skew,alpha2,eta11,eta21,gamma1,ar5,ar6,ar7,gamma2,label
0.00190233205581752,0.0201056165432803,,,,,2.31741654576749e-05,0.285171142445281,0.713828688810766,5.23416929711076,AME,,,,,,,,,,,,,,,2020
-0.000696672841617489,-0.134516021668222,,,,,4.60030808287981e-05,0.197793846014882,0.752553045057383,3.89057754087467,AMGN,,,,,,,,,,,,,,,2020
0.00169436128791991,-1.54216350089154,-0.593415687650016,,,1.47285817026212,3.10996944034032e-05,0.263466481062755,0.735533510850947,5.71657195333725,AMP,0.48233697223626,,,,,,,,,,,,,,2020
-0.000158981391662767,-1.42618610982393,-0.473647670092884,,,1.33936848401277,3.28483816030327e-05,0.200919575697909,0.745212533193367,5.88547721868607,AMT,0.348105180680436,,,,,,,,,,,,,,2020
0.00244241563797232,-1.69311451198459,-0.905305481647469,,,1.60907134174659,0.000145345272522723,0.183909191666353,0.395831383384949,5.42144225097525,AMZN,0.85663213627441,,,,,,0.213099994367796,,,,,,,,2020
0.00220613451356857,,,,,,8.81157216350727e-05,0.272222004160589,0.677454139664034,3.89211530605844,ANET,,,,,,,,,,,,,,,2020
0.00297131587720584,-1.773542355842,-0.887920142388965,,,1.6980842337184,3.16878084523798e-05,0.186923388121568,0.77421713779287,7.7079640270538,ANSS,0.791704008138884,,,,,,,,,,,,,,2020
0.00131801607022564,-0.757909495593676,,,,0.743688136705815,2.40651143083238e-05,0.19694743611722,0.802052408461149,3.32040523323096,AON,0.0927819588410255,0.152567339564098,,,,,,,,,,,,,2020
0.000766944395501372,,,,,,6.76954596967556e-05,0.347027131823166,0.590129428302887,7.2044304913685,AOS,,,,,,,,,,,,,,,2020
-0.00191902055613186,,,,,,0.000322356705933417,0.151489516964129,0.847510260559701,2.69783904615195,APA,,,,,,,,,,,,,,,2020
0.00203306521483573,-0.983644749316948,-0.00664190468507111,0.151820570245855,-0.0129017092217871,0.864371195354283,3.43122934116885e-05,0.278072684293465,0.720927297251457,3.56054658336192,APD,,,,,,,,,,,,,,,2020
0.00125058173347022,-0.872051751758262,,,,0.884278708645879,1.27969312038489e-05,0.238078800672507,0.7609211980009,9.04976816592887,APH,0.116756035790554,0.196334580671597,,,,,,,,,,,,,2020
0.0027746274680557,-1.07454066486177,-0.788118644180195,,,1.00040954202436,5.32498153399059e-05,0.280047466146842,0.712132054406042,5.82068189277683,APTV,0.799322250251984,,,,,,,,,,,,,,2020
0.00121863165207223,-1.18938980705944,-0.237583367142502,,,1.11379122668354,1.84486542365134e-05,0.207761450045677,0.757864095600134,6.78044774638491,ARE,0.123456353169845,,,,,,,,,,,,,,2020
0.000580078454120325,0.0922141331830886,0.0666229638323117,-0.139875235391398,-0.0572511207492964,-0.143015394076825,2.08010662424124e-05,0.262551323344801,0.718668962348291,4.4415799264969,ATO,,,,,,,0.0177797128288701,,,,,,,,2020
0.00242580381180522,-0.182383545863637,,,,,4.42393824514934e-05,0.163618597110648,0.755704130637203,8.65549625867797,ATVI,,,,,,,,,,,,,,,2020
0.000392035182512746,,,,,-0.025273520593833,3.05553213184771e-05,0.274297976704393,0.724701336010859,5.28864589466724,AVB,0.0710130861355576,-0.0797576615570838,-0.156774917734057,,,,,,,,,,,,2020
0.00252541064186435,,,,,-0.191056086017643,3.86971878596924e-05,0.276951702199734,0.681941983063972,8.34643388483305,AVGO,0.114443036443798,,,,,,,,,,,,,,2020
0.0015075812448698,,,,,,2.55039784556248e-05,0.188820654601294,0.791664894717266,6.51762802953141,AVY,,,,,,,,,,,,,,,2020
0.00158959933969203,-1.68943176896618,-0.6390979524954,0.142466810844488,0.0569348484083602,1.68976115890991,2.55098730756537e-05,0.291828802432119,0.677161924574027,5.52474978630684,AWK,0.712180847672827,,,,,,,,,,,,,,2020
0.0019406352700371,,,,,,0.0001581373379687,0.268665112243908,0.67280449082696,3.74780602473436,AXON,,,,,1.15857639590827e-08,,,,,,,,,,2020
0.00138672853713757,-0.827776244714288,-0.483571588614575,,,0.832584274380793,5.10980213432206e-05,0.324458704175276,0.674541298619071,4.98847110606289,AXP,0.609525389745769,,,,,,,,,,,,,,2020
0.000499592495555117,-1.15796967142425,-0.922530965502218,,,1.211190050061,1.6680637603752e-05,0.225252817268611,0.751419817941616,5.91554990705867,AZO,0.980508953849205,,,,,,,,,,,,,,2020
-0.00226087212257699,,,,,0.00701958837573501,8.0931671657608e-05,0.281807767374765,0.7171922210379,4.40871487679424,BA,-0.00637461218387026,,,,,,,,,,,,,,2020
0.000693070859234208,-1.56984131003733,-0.601723012980378,,,1.50018942046314,3.71488552440755e-05,0.266917946946467,0.732080613218311,6.30977240974638,BAC,0.511505816430177,,,,,,1.24359592254432e-07,,,,,,,,2020
0.00264287832589881,,,,,,6.82804936921084e-05,0.0460422299044914,0.568505851627329,5.55984613567249,BALL,,,,,,,0.261776056969023,,,,,,,,2020
0.000608087370498244,-0.844627613784851,,,,0.768016900679096,3.10406035857697e-05,0.196056796800125,0.729766485658494,6.02179573179711,BAX,-0.0492873855907631,0.013134246636406,-0.0874631900731318,,,,,,,,,,,,2020
0.00081659362640978,,,,,,6.02035511733648e-05,0.0682093469096108,0.923061511788043,2.87641438223016,BBWI,,,,,,,,,,,,,,,2020
0.00232643359673595,,,,,,4.34227668287578e-05,0.219622278552766,0.779377330378302,3.81068892648606,BBY,,,,,,,,,,,,,,,2020
0.00173505051298501,-1.80347951014716,-0.917601875201298,,,1.75772049497233,2.18279579835137e-05,0.124214931871105,0.874785068091116,2.84220477380218,BDX,0.853743870492858,,,,,,,,,,,,,,2020
0.00123879717739851,,,,,,3.10488141915056e-05,0.161350812461004,0.830321600650366,5.08921358755276,BEN,,,,,,,,,,,,,,,2020
0.00214853121454549,-0.071004737022458,0.0318752597543558,,,-0.0375089305414106,2.40360419206144e-05,0.157395028638604,0.824486046693112,6.87336382681431,BG,,,,,,,,,,,,,,,2020
-0.00106745765450107,0.241964721478172,0.0792782144401491,-0.0853636090826276,,-0.43163662018064,0.000679844867137816,0.55151095722828,0.447488907258404,2.2565493152023,BIIB,,,,,,,,,,,,,,,2020
0.00260327467341944,,,,,-0.056379286969882,3.76600493499382e-05,0.145796808757423,0.819643514814904,4.07634906718611,BIO,,,,,,,,,,,,,,,2020
0.000256197194080639,-0.089265776887146,,,,,6.17737654821261e-05,0.173271469649842,0.769786957132833,4.51578150672135,BK,,,,,,,,,,,,,,,2020
0.000368263478447814,,,,,,6.33312310281951e-05,0.236793820836305,0.754756311421522,3.73450070802905,BKNG,,,,,,,,,,,,,,,2020
-0.00103965669195094,,,,,,8.87750928720947e-05,0.17713886349205,0.791388039893779,4.81188347877785,BKR,,,,,,,,,,,,,,,2020
0.00274253400737181,-1.36951300484052,-0.571057318063069,,,1.24251875224704,2.88795181359092e-05,0.244308590964644,0.73247036884887,5.13672780751605,BLK,0.463692043190312,-0.0395260566527729,-0.0791186692711756,,,,,,,,,,,,2020
0.000184398265206704,,,,,-0.0161391272703776,3.78566797233534e-05,0.176593705716176,0.717113660513191,4.71516842880774,BMY,0.133382104152239,,,,,,,,,,,,,,2020
0.00230288554722642,,,,,-0.143730927793445,3.09993608242773e-05,0.243953484568259,0.704761114898407,5.22383486749392,BR,0.0102244965975671,-0.0573334466045008,,,,,,,,,,,,,2020
0.000785064645593954,-1.20407991785445,-0.266663113067232,,,1.15217133856334,2.28785779829996e-05,0.297147723281442,0.688522389310886,4.31127884096224,BRK.B,0.301868111208396,0.0505140543626612,-0.0867615233624224,,,,,,,,,,,,2020
0.0019956146178287,-1.71482200916526,-0.864476800731804,,,1.63429397798768,1.16109272474515e-05,0.192199388384568,0.806800583888097,4.20104945538819,BRO,0.787920277870953,0.0188909269095512,,,,,,,,,,,,,2020
0.000194396814944677,-1.65194528410634,-0.982950619417627,,,1.65448747009154,2.81953002387097e-05,0.128683593946169,0.867019660613472,3.35482337071652,BSX,0.993966222649068,,,,,,,,,,,,,,2020
-0.000171934773208561,-1.22554783381806,-0.898807905996417,,,1.26065969139416,5.39562972453893e-05,0.158445732471368,0.782150795735403,83.4606134447364,BWA,1.01619435653191,,,,2.12722477120497e-07,,,,,,,,,,2020
0.00191061207726294,,,,,-0.0595515903721263,2.38235290982731e-05,0.144788241178162,0.726446219770134,5.12486189415049,BX,,,,,,,0.127765425531515,,,,,,,,2020
-8.21879698597903e-05,,,,,,2.94103977573667e-05,0.05621845571791,0.653999456060118,9.3167150389927,BXP,,,,,,,0.288782025292231,,,,,,,,2020
0.000516226604952249,-0.128743684267049,,,,,4.99034913721755e-05,0.258106930920465,0.740892952200686,5.16874920765661,C,,,,,,,,,,,,,,,2020
0.000946310514714533,,,,,,1.97280377278301e-05,0.171980725569066,0.792089690065998,4.30169977853918,CAG,,,,,,,,,,,,,,,2020
0.000569346357034876,-1.78471718157696,-0.889483667038016,,,1.71757843483726,7.8495552309667e-05,0.152652678835429,0.763438834840199,4.36444738547218,CAH,0.808003650456647,,,,,,,,,,,,,,2020
0.00180455836059474,-1.70631959318583,-0.833037394915516,,,1.65082718235733,4.32431242162699e-05,0.182584142207542,0.773857774622387,5.27219845709488,CAT,0.760020818042842,,,,,,,,,,,,,,2020
5.45985709311634e-05,0.346149049433237,-0.203197356733396,,,-0.473529801951719,1.48021678659063e-05,2.05089170297641e-20,0.617820308862072,5.54925190181499,CB,0.389635578150276,-0.166609671909454,,,1.72062117198893e-07,,0.00974092295201451,0.968525943976886,0.139287329044608,,,,,,2020
-7.51095402967224e-05,-1.05840313731321,-0.125532762143036,,,0.86019372183673,3.26279694444389e-05,0.176124312777619,0.77715572507052,5.79651736028789,CBOE,-0.110966616484775,,,,,,,,,,,,,,2020
0.000194691906781692,,,,,,3.74164356618474e-05,0.257172955314517,0.741826992469205,3.96819265218131,CBRE,,,,,,,,,,,,,,,2020
0.000665822277501296,0.203849076368615,,,,-0.323771702246619,2.13118930299603e-05,0.176966360731898,0.798203371057059,5.53087492671626,CCI,0.010832116297385,0.0561256695013338,-0.0756336067023189,,,,,,,,,,,,2020
-0.00209402515017432,,,,,,0.000322253221925023,0.284327285079096,0.714672713238102,3.51633397393294,CCL,,,,,,,,,,,,,,,2020
0.00333065473177385,-1.95298474733911,-0.933032118658515,0.0293805734624702,,1.98161911576944,0.000151573514678266,0.487858907946143,0.511141095432876,4.08967002182034,CDAY,0.987884105091585,,,,,,,,,,,,,,2020
0.00410473721295814,-1.70477399350194,-0.861456158483257,,,1.64332639077433,5.45468582086223e-05,0.203465433915549,0.723231735583437,6.21938818155281,CDNS,0.841980479359335,0.0687787382224559,,,,,,,,,,,,,2020
0.000740734203480947,,,,,-0.117536606789413,3.64173097869991e-05,0.1979433665088,0.792552871199337,4.32995736051888,CDW,0.143277325447023,,,,,,,,,,,,,,2020
0.000868895350263305,,,,,-0.0413324223718557,2.43801875823577e-05,0.205154622209801,0.793845117267422,5.41715238934666,CE,0.0680843123060028,,,,,,,,,,,,,,2020
0.000251978052315771,-1.35127108305467,-0.650798914971509,0.107067956129609,,1.44897220248234,0.000185716641154776,0.226671435097239,6.58275278921462e-09,8.02383062367004,CF,0.862367389715901,,,,0.574293878204444,,0.0432591859565435,,,,,,,,2020
0.00102591409442728,-1.45252008633379,-0.95334860855767,,,1.47870010671394,4.16139247420016e-05,0.288911453010597,0.710088549393538,31.590732828571,CFG,1.01465999342577,,,,,,,,,,,,,,2020
0.00167839203248412,,,,,-0.112625607914564,3.6462147766761e-05,0.257554047309984,0.721029250937147,3.16746720672206,CHD,0.058835871512244,-0.0957293814284912,-0.105481315605974,,,,,,,,,,,,2020
0.00140580970300503,,,,,-0.0904203387403685,7.47070174406905e-06,0.0428959977499313,0.945779014050251,2.93613355208534,CHRW,0.0533133927780873,,,,,,,,,,,,,,2020
0.00201729342880749,-0.0587319248279612,0.0542693866425373,,,,4.86596672986425e-05,0.115379393403436,0.494915584202042,8.58412209979584,CHTR,,,,,,,0.295945502834358,,,,,,,,2020
0.000361600305233776,-1.7999178507538,-0.925689700396857,,,1.77199470053603,6.90998439516983e-05,0.21925927948417,0.713770153003796,5.83022196282287,CI,0.881140790313226,,,,,,,,,,,,,,2020
0.00141915283705914,-1.07274579391574,0.0888959349653484,0.20007990504334,,1.00000000895578,6.72502722527965e-05,0.343646776217869,0.655349718541682,5.30358932585185,CINF,,,,,,,,,,,,,,,2020
0.000991595252615886,-1.68919853602324,-0.910935763331956,,,1.60923313321082,1.57130169454036e-05,0.360728093976573,0.606881470336431,7.21350411566232,CL,0.843772116527382,,,,,,,,,,,,,,2020
0.0012987385619989,,,,,,9.44787493806183e-05,0.540394453840094,0.458604101522858,2.84375269913899,CLX,,,,,,,,,,,,,,,2020
0.00104048672711808,0.578550634994493,-0.765138919711861,,,-0.657275589268665,4.98358975232199e-05,0.256402460547374,0.74259751218161,10.5464516256974,CMA,0.880129183847937,-0.207536948523986,,,,,,,,,,,,,2020
0.00155141601238235,,,,,-0.126225770215812,1.52014670598819e-05,0.175805300003879,0.800534536862621,9.24255418279092,CMCSA,0.163584256468532,-0.0393354780753752,,,,,,,,,,,,,2020
0.00064733800274361,-1.85570403520333,-0.950505592661992,,,1.89335945326016,3.53979152550443e-05,0.260288904093754,0.738711092262046,3.24034115034897,CME,0.97723714864507,,,,,,,,,,,,,,2020
0.00268869345344495,0.859129302409655,0.587303877908844,-0.703758893057516,,-0.927738687904732,4.70249946794077e-05,0.194658451051377,0.804341550259869,3.26838033472229,CMG,-0.504972015657361,0.727476318154354,-0.190199589307823,0.143668021468487,,,,,,,,,,,2020
0.000915082722014498,,,,,-0.0807228272376501,4.74294601795577e-05,0.26091594969709,0.687369437527927,5.43893256167156,CMI,,,,,,,,,,,,,,,2020
0.00125243522299904,-0.706141940161468,0.0311242178990157,-0.0658787536762193,-0.0936374317653331,0.695041926889517,1.52505788119566e-05,0.224941711097632,0.774053128119462,4.21151294925314,CMS,,,,,,,,,,,,,,,2020
-0.000215602821268441,-1.65084912008026,-0.972141476255436,,,1.64686905707383,4.28428719645044e-05,0.126080475189409,0.836990857470724,4.82005456301354,CNC,0.986421158780807,,,,,,,,,,,,,,2020
0.000544731064679465,-0.876528435102747,-0.64214138629668,,,0.860615489472209,4.89703392671788e-05,0.255888384357347,0.743111615483776,3.81255967348397,CNP,0.741277060482179,,,,,,,,,,,,,,2020
0.00196911599827525,,,,,-0.110531003700127,3.82270068651038e-06,0.0215150598672143,0.737441196037945,8.81305389282508,COF,0.00535451376679816,,,,,,,0.986221695529386,0.139459799564666,,,,,,2020
0.0018394594523231,-1.55143544214657,-0.730863760884976,,,1.519873774251,6.10782541884636e-05,0.22417696261502,0.684175025521216,4.03609860605155,COO,0.820428197050531,0.133962711821233,,,,,,,,,,,,,2020
-0.00245705462588239,-1.87054838741663,-0.957410692075839,,,1.79544104690593,0.000100445212775961,0.198820566985219,0.800179434420818,3.35031942004672,COP,0.76411584299127,-0.119503605330219,,,,,,,,,,,,,2020
0.000366452624149123,0.248312734686561,0.392564392004762,,,-0.378437288100532,2.3468980376575e-05,0.18775290048453,0.771839133711562,10.1178358897953,COR,-0.390900216187992,,,,,,,,,,,,,,2020
0.00156279239110677,-0.082853873562895,,,,,2.56553291816869e-05,0.355874184978655,0.581639169066632,5.71255824286423,COST,,,,,,,,,,,,,,,2020
0.000921050354225558,-0.391375703117675,,,,0.342590666004371,3.02631774103621e-05,0.340137500876346,0.645349192828828,3.76593817490038,CPB,0.0426219397561979,-0.142103711249286,,,,,,,,,,,,,2020
0.00265435575213033,,,,,,1.1737249745536e-05,7.47618598068356e-08,0.816181248412967,5.21990323559054,CPRT,,,,,,,,,,0.365635974111794,,,,,2020
0.00124415648476491,-0.314838669043714,,,,0.270292115374957,2.22766246349612e-05,0.225249255927659,0.773748875098663,4.7523723851022,CPT,0.0550751971205681,-0.072569078984016,-0.26410002987652,,,,,,,,,,,,2020
0.00204866114747617,,,,,-0.0847784852400796,5.13936643600901e-05,0.259931260010019,0.739068434552596,3.65597926558424,CRL,0.126610157796401,,,,,,,,,,,,,,2020
0.00206025893062102,-1.62203876501868,-0.710108264735451,,,1.50432510362859,9.83080060440838e-05,0.160409950773365,0.767567044092327,3.16739117695374,CRM,0.550419702843602,,,,,,,,,,,,,,2020
0.00110534047982688,-0.209998977774918,,,,,6.76621785854781e-05,0.379912821339109,0.619086144474125,3.18461783335936,CSCO,,,,,,,,,,,,,,,2020
0.00195871256644846,-0.0946478853290215,0.03665260670584,,,,3.12167160607264e-05,0.083688604734995,0.91531135718346,2.66014720832817,CSGP,,,,,,,,,,,,,,,2020
0.00173401037003921,-1.54576112669697,-0.725592691511871,,,1.4137849150881,1.66849547177573e-05,0.240372564686604,0.749205558765154,9.62880428036982,CSX,0.570328268041916,,,,,,,,,,,,,,2020
0.00220088271770324,-1.00384304631408,0.00431354563912236,0.1285544512188,,0.92858203954081,2.79543555370571e-05,0.258722643276676,0.738702491149819,6.30142374742364,CTAS,,,,,,,,,,,,,,,2020
0.00246106848708093,-1.71013709115483,-0.921522187474323,,,1.70339318414469,0.000119348220769297,0.289974291366986,0.618260478402499,4.455405469854,CTLT,0.924438086072926,0.0355787306448222,,,,,,,,,,,,,2020
-0.000771149676638406,,,,,,6.42288741445703e-05,0.0832870111867415,0.852947463924267,6.92844134976664,CTRA,,,,,,,,,,,,,,,2020
0.00169395245582649,-1.01839048557805,0.000435368272713947,0.0604397828285135,-0.0848967983516919,0.94321010525632,6.80409732770635e-05,0.454201266356675,0.54479873241361,4.10235307664366,CTSH,,,,,,,,,,,,,,,2020
0.0019989287976963,-0.0193477525786505,,,,,7.83399355438019e-05,0.293267518906772,0.658594872863593,5.11125259875657,CTVA,,,,,,,,,,,,,,,2020
-0.000141084308108715,-0.785126203469981,,,,0.830478279494806,3.67500388208925e-05,0.221867029308376,0.719447816191971,6.83756888860355,CVS,0.0311150398224235,-0.0804170813146359,-0.124301043344134,,,,,,,,,,,,2020
-0.00239702443203742,-2.27595453202609,-1.97889703008086,-0.693566800956818,,2.25370338124176,4.41719912997297e-05,0.227164737892877,0.771835081618867,3.98795133639832,CVX,1.99602135184592,0.74485016408891,,,1.31178867786935e-07,,,,,,,,,,2020
0.00350949191989939,0.534736615780642,-0.311011546867878,,,-0.380351320201658,0.000131358342973437,0.176092284210361,0.396234585667477,14.0375598906502,CZR,0.212106976020506,,,,0.224887828901963,,,,,0.40357060244998,,,,,2020
-0.000183059759351155,-0.0675473435750011,1.03729064134741,0.0144184052236925,-0.112915306937664,-0.0425520797588523,3.95703082223528e-05,0.280034165029941,0.540716823144829,5.10004066115191,D,-1.00502398934212,,,,,,0.14512425042279,,,,,,,,2020
0.00215552701737372,-0.9442135102311,-0.991352663173854,,,0.963024152577143,0.00011924037555544,0.255931928203364,0.743068070356023,3.37992525096765,DAL,1.001427635051,,,,,1.18198919579196,,,,,,,,,2020
0.00272366315567363,0.350327269588237,0.564152401925522,-0.180496400884417,-0.120166474700164,-0.376225782071114,8.36092223995913e-05,0.317788054816571,0.61085189226418,6.95686129719116,DD,-0.499542751808237,,,,,,,,,,0.205821711640487,-0.0754359737182216,0.135627664872991,,2020
0.00269383582446158,,,,,-0.124588850444986,1.62203239071766e-05,0.147645855393605,0.840544751138878,5.27239449138986,DE,0.109859091594604,,,,,,,,,,,,,,2020
0.00258713651780111,,,,,-0.050376599923133,0.00010182636469012,0.32920980624096,0.669790169648328,4.56155315959424,DFS,-0.0495651232631135,,,,,,,,,,,,,,2020
0.00102010565840217,-0.197101787025538,,,,,2.08882423944541e-05,0.133995334634955,0.793282569370081,5.41340937246093,DG,,,,,,,,,,,,,,,2020
0.00133103987517491,,,,,-0.0392134417268684,2.06422843989946e-05,0.260407408542355,0.738592449052069,4.5317408135336,DGX,0.000766271882222823,,,,,,,,,,,,,,2020
0.0029183124001505,-1.05207329071515,0.0427931161718272,0.126174454690131,,0.991048672782214,5.03882578319634e-05,0.266155372334028,0.731395819886453,6.39619726226437,DHI,,,,,,,,,,,,,,,2020
0.00210759491191915,-1.70255255183213,-0.795424225014161,,,1.61190224598518,3.11770156782344e-05,0.255433795882669,0.678019933555109,6.55528057096525,DHR,0.665543476902007,-0.0200243602526211,-0.0114115321204644,,,,,,,,,,,,2020
1.48428815825553e-05,-0.638016424599333,,,,0.490098467028216,3.25775355070694e-05,0.0174047032697499,0.850683855512955,3.40517026342843,DIS,,,,,,,,,,0.261822755828384,,,,,2020
0.00110711083671319,-0.231795977684255,,,,0.208210803125411,2.70861568908228e-05,0.145404567205825,0.833588723389283,4.01806068776993,DLR,0.0427533387413077,0.0252613855203903,-0.220204234585671,,,,,,,,,,,,2020
0.000394529410575503,,,,,-0.0526434678723703,7.00736796058298e-05,0.129941408104042,0.668676879281092,4.17383687210425,DLTR,0.104645139224572,-0.0646342908016963,,,,,0.118207989238635,,,,,,,,2020
0.00130590511068976,,,,,-0.0449525881031339,2.0239571490985e-05,0.26678887096383,0.716472118119789,15.3375796872229,DOV,0.120088712290487,-0.15397640254367,,,,0.870195760566075,,,,,,,,,2020
0.00118412930012558,,,,,-0.0811153344999017,4.63183813062058e-05,0.1523091342643,0.823267685856901,5.29921134262124,DOW,-0.00635518489141802,,,,,,,,,,,,,,2020
0.00113470269195708,-0.0717127568253176,,,,,1.8711411449442e-05,0.0738023162975948,0.925197680001523,2.56258395345656,DPZ,,,,,,,,,,,,,,,2020
0.000886287742360223,-1.00846322486358,-0.118816657586812,-0.0834263481154292,,0.996192544716575,3.83979694942116e-05,0.0284712459073175,0.805933702678195,5.44065580565539,DRI,,,,,,,,,,0.32919009551456,,,,,2020
0.00084169620408396,,,,,-0.148852530144639,1.57596953176373e-05,0.248715128730283,0.750284792483007,4.54043628274407,DTE,0.0419009545350253,,,,,,,,,,,,,,2020
0.000963286306823618,,,,,-0.0866747079223436,2.28398015070833e-05,0.264818211720094,0.734181557509198,4.12439457062029,DUK,0.0439554709702987,0.0479147801516765,,,,,,,,,,,,,2020
0.00230435816704102,,,,,,0.000107218512400957,0.299847564257837,0.363216189217255,4.56681878227753,DVA,,,,,,,0.335934269607451,,,,,,,,2020
